beach_name,water_temperature,air_temperature,turbidity,wave_height,rainfall,ph,dissolved_oxygen,conductivity,bacteria_count,water_quality_status
Silver Shore,21.51,27.15,0.95,2.13,8.8,8.21,7.25,36242.72,173.16,Moderate Risk
Silver Shore,24.78,29.94,9.54,0.55,3.39,7.26,7.45,40291.69,139.25,Moderate Risk
Blue Bay,21.03,21.28,1.31,0.32,4.99,7.13,8.62,42291.35,15.52,Safe
Silver Shore,18.72,25.79,2.04,0.24,12.34,8.13,5.35,46307.41,57.87,Safe
North Beach,21.55,28.06,2.72,0.82,6.96,8.02,7.82,36094.98,99.44,Safe
Blue Bay,23.85,27.25,3.27,0.1,6.2,7.75,7.19,33442.3,92.14,Safe
North Beach,22.28,25.52,5.26,0.83,6.33,7.58,7.88,46380.77,187.64,Moderate Risk
Palm Coast,21.23,25.89,0.47,0.84,1.38,7.45,6.62,32133.33,22.64,Safe
Blue Bay,18.37,18.79,3.31,0.33,13.54,7.7,6.22,50352.37,118.09,Safe
Palm Coast,23.67,26.76,2.62,0.62,5.6,8.15,7.37,40986.48,51.73,Safe
Blue Bay,17.98,14.52,3.68,0.43,6.49,7.68,9.18,31941.05,80.57,Safe
Coral Point,27.04,32.67,2.52,0.13,3.51,8.36,8.23,38877.27,130.92,Safe
Silver Shore,24.33,22.65,2.27,0.78,17.48,7.29,6.59,44464.3,89.18,Safe
Coral Point,18.17,25.68,2.96,0.73,3.19,7.59,5.59,38537.44,106.13,Safe
Palm Coast,22.76,24.77,9.21,0.35,4.07,7.47,5.18,42130.19,151.78,Moderate Risk
Silver Shore,20.99,23.36,2.31,2.11,13.32,7.22,8.78,46810.51,138.18,Moderate Risk
Blue Bay,25.28,26.39,6.85,0.52,3.3,7.55,6.05,40685.76,135.37,Moderate Risk
Silver Shore,29.36,31.5,3.57,0.06,6.58,7.75,6.81,35909.13,49.99,Safe
North Beach,16.5,23.75,3.45,1.1,1.03,7.78,8.79,40056.6,147.41,Safe
Silver Shore,24.46,20.0,3.7,0.93,2.01,8.36,5.26,51196.46,159.17,Moderate Risk
North Beach,23.36,30.19,4.53,1.01,0.81,7.76,8.99,52952.92,98.28,Safe
Silver Shore,26.69,30.7,2.45,0.2,5.86,8.0,6.9,28870.48,165.34,Safe
North Beach,24.85,24.23,6.55,0.61,6.23,7.62,5.82,49091.68,112.13,Moderate Risk
Palm Coast,20.99,20.77,4.53,0.51,6.58,8.19,6.9,43625.96,121.36,Safe
Coral Point,22.72,30.75,1.1,0.44,4.22,8.44,6.33,48005.89,117.33,Safe
Blue Bay,20.82,20.98,0.34,1.32,4.46,7.79,7.73,38421.83,60.8,Safe
Silver Shore,28.3,27.84,9.03,0.52,2.68,7.25,6.42,30506.29,86.42,Moderate Risk
Coral Point,24.09,30.5,3.78,0.36,3.68,7.41,4.91,45799.18,31.67,Safe
Blue Bay,31.6,35.62,0.98,0.36,1.11,7.7,6.94,35883.65,126.18,Safe
Blue Bay,23.76,23.94,2.31,0.18,7.54,7.76,5.57,32976.1,66.15,Safe
North Beach,21.17,24.82,5.88,0.56,10.68,7.84,7.45,33430.39,127.93,Moderate Risk
Palm Coast,17.95,17.87,2.83,1.39,4.61,7.76,5.78,45905.94,62.18,Safe
Palm Coast,16.79,23.09,3.02,0.39,4.48,7.6,6.61,42906.44,117.61,Safe
Coral Point,17.66,23.85,5.18,0.64,5.88,7.38,7.42,47086.03,85.76,Safe
Palm Coast,25.07,29.66,4.04,0.44,17.11,7.74,6.95,46348.99,120.19,Moderate Risk
Silver Shore,26.03,30.12,4.76,0.48,5.0,8.25,7.5,39263.93,113.92,Safe
Palm Coast,17.68,25.96,5.15,0.96,5.43,7.96,8.02,41541.92,79.76,Safe
Coral Point,27.58,30.58,1.84,0.18,4.32,7.79,5.81,38675.66,63.25,Safe
Palm Coast,22.07,21.52,1.98,0.11,7.36,7.96,7.12,40632.87,128.88,Safe
Silver Shore,24.59,28.94,1.66,1.1,7.09,7.47,3.2,35712.84,108.96,Safe
North Beach,30.45,39.71,2.07,0.32,3.77,7.42,7.5,44538.15,76.75,Safe
Coral Point,27.59,27.54,2.94,0.37,7.8,7.34,6.84,48988.28,102.07,Safe
North Beach,22.93,24.84,3.1,2.42,0.9,7.56,6.02,36692.02,95.89,Moderate Risk
North Beach,20.44,24.68,7.74,0.92,4.46,7.45,7.58,50328.25,206.32,Moderate Risk
North Beach,15.39,18.23,3.9,0.23,1.95,8.02,8.61,42737.89,52.45,Safe
Blue Bay,21.12,21.18,2.98,1.16,7.98,7.43,6.63,43567.01,117.22,Safe
Blue Bay,23.16,29.52,1.38,0.94,0.7,7.32,6.07,30953.71,70.63,Safe
North Beach,20.05,30.01,2.56,0.58,9.51,8.28,7.4,30252.79,136.15,Safe
Coral Point,23.47,27.06,9.46,0.19,0.04,7.44,5.6,42936.76,162.32,Moderate Risk
Silver Shore,24.31,24.6,9.37,0.48,7.53,7.65,6.41,47133.26,152.36,Moderate Risk
Silver Shore,23.1,21.45,2.54,2.14,1.58,7.76,8.67,37636.03,111.86,Safe
Palm Coast,21.4,25.17,0.7,0.99,2.82,7.2,7.27,52855.61,80.12,Safe
Coral Point,24.67,30.99,2.29,1.08,4.24,8.03,4.94,46777.08,10.01,Safe
Blue Bay,25.77,30.19,7.8,0.44,18.1,7.82,5.04,36095.78,118.98,Moderate Risk
North Beach,19.64,22.63,2.95,1.09,1.56,8.15,7.39,42200.52,65.27,Safe
Palm Coast,29.64,30.88,5.19,0.26,5.19,7.36,8.23,58100.04,84.44,Safe
Silver Shore,23.61,23.33,3.21,0.57,14.31,7.63,5.26,33923.33,80.87,Safe
Blue Bay,24.08,29.58,0.91,0.95,5.42,7.61,7.74,45433.75,104.96,Safe
Blue Bay,26.83,32.57,3.29,0.93,8.56,7.69,8.8,39902.16,110.54,Safe
North Beach,24.93,23.3,5.65,0.12,12.75,7.09,9.47,46594.83,123.76,Safe
Silver Shore,27.81,35.58,2.05,1.82,2.75,7.64,7.6,50237.28,51.65,Safe
Coral Point,25.15,29.87,5.55,0.22,3.13,7.1,7.81,39489.46,97.97,Safe
Blue Bay,21.55,28.75,3.44,2.72,1.52,7.73,4.64,49272.93,28.09,Moderate Risk
North Beach,25.45,24.42,5.36,0.97,14.45,6.85,9.72,56437.82,144.17,Moderate Risk
Coral Point,19.43,18.33,4.08,0.91,20.29,6.95,6.51,42430.79,159.35,Moderate Risk
Silver Shore,24.43,26.99,1.45,0.24,1.02,7.89,6.08,47101.78,64.29,Safe
Blue Bay,23.87,28.38,2.58,0.33,6.82,7.41,6.89,38162.13,32.65,Safe
Coral Point,23.17,31.56,2.52,1.72,2.79,7.25,9.01,42125.19,106.07,Safe
Coral Point,23.49,28.6,1.97,1.57,2.97,8.04,9.85,40851.61,54.66,Safe
Coral Point,16.47,18.74,3.86,0.45,8.97,7.71,7.35,47180.08,79.87,Safe
Blue Bay,21.81,21.73,10.53,0.42,5.61,7.91,8.4,49830.39,181.52,Moderate Risk
Blue Bay,24.37,31.06,6.56,0.43,8.27,7.54,7.25,41287.24,200.3,Moderate Risk
Palm Coast,24.64,24.75,7.13,1.17,19.86,8.54,5.95,51968.55,189.46,Unsafe
Silver Shore,19.89,27.77,1.88,1.09,7.13,7.39,8.97,51945.31,67.08,Safe
North Beach,29.06,31.21,7.2,0.7,9.25,8.21,6.45,47504.55,150.4,Moderate Risk
Coral Point,20.54,28.31,8.75,0.58,12.37,7.58,9.04,38645.83,199.08,Moderate Risk
Palm Coast,27.88,32.91,1.83,0.44,2.49,7.02,8.76,38023.11,89.61,Safe
North Beach,25.71,28.3,4.39,2.57,10.01,7.77,7.94,36719.52,250.87,Moderate Risk
Palm Coast,21.42,22.86,4.47,0.13,2.89,7.71,9.39,48169.58,62.38,Safe
Blue Bay,31.1,33.08,2.72,0.37,1.17,7.23,9.88,34123.51,79.0,Safe
Coral Point,19.23,23.51,3.65,0.66,7.69,7.28,6.99,46399.44,160.06,Moderate Risk
North Beach,27.68,30.91,4.62,0.1,1.36,7.59,6.23,34972.79,135.08,Safe
North Beach,28.0,29.22,2.86,0.31,5.65,7.72,4.96,47353.05,17.31,Safe
North Beach,21.32,23.82,6.36,2.12,4.49,6.74,9.89,42111.93,145.47,Moderate Risk
North Beach,29.57,32.81,1.1,1.03,16.05,7.97,6.67,50668.65,170.08,Moderate Risk
North Beach,23.0,19.61,2.51,0.31,1.35,7.43,8.56,49419.45,168.95,Safe
Palm Coast,25.15,29.53,5.26,0.3,7.17,7.13,6.31,51327.93,136.74,Moderate Risk
Coral Point,25.04,25.1,9.85,0.13,2.2,7.93,9.05,51495.32,120.6,Moderate Risk
Blue Bay,23.46,23.0,6.62,0.35,0.7,7.59,6.36,42933.6,67.9,Safe
Blue Bay,27.24,25.18,3.59,0.79,0.27,8.03,5.77,34467.85,160.22,Moderate Risk
Blue Bay,27.17,24.79,2.96,0.69,1.42,7.75,6.95,35158.6,104.48,Safe
Blue Bay,17.01,15.94,2.62,0.37,1.34,7.6,6.56,28435.48,40.05,Safe
Palm Coast,29.22,30.09,2.63,0.21,0.29,7.55,7.92,34956.17,56.44,Safe
Silver Shore,17.35,26.21,0.61,0.44,11.16,7.77,7.14,42447.35,97.18,Safe
Coral Point,28.13,29.55,9.59,0.43,13.66,7.46,7.95,38362.25,194.57,Moderate Risk
North Beach,28.51,32.04,3.13,0.94,2.36,7.3,6.85,40829.12,56.58,Safe
Silver Shore,19.64,23.84,1.73,0.62,3.4,7.81,6.4,45202.65,51.78,Safe
Blue Bay,22.36,25.75,4.35,0.55,4.18,7.55,6.5,40023.58,40.42,Safe
Silver Shore,19.58,22.34,1.85,1.24,12.34,7.61,9.65,34708.11,152.33,Safe
Coral Point,23.14,22.55,5.97,1.56,12.55,7.98,7.47,41653.98,147.51,Moderate Risk
North Beach,22.77,30.12,1.78,0.69,7.06,7.56,4.82,36159.81,103.69,Safe
North Beach,27.12,35.54,5.42,0.7,6.84,7.61,6.58,40239.89,169.4,Moderate Risk
Coral Point,29.24,27.19,2.59,0.47,3.09,7.39,7.32,50728.05,84.91,Safe
Coral Point,29.58,29.51,3.96,0.23,4.02,7.75,9.41,40241.72,84.57,Safe
Blue Bay,21.75,23.91,5.69,0.99,14.36,7.72,8.43,53511.22,159.71,Moderate Risk
North Beach,23.16,23.27,2.16,0.86,2.62,7.92,6.09,51305.63,81.02,Safe
Silver Shore,17.27,21.78,5.6,0.5,3.65,7.4,10.1,38234.52,150.37,Safe
Palm Coast,20.78,21.59,0.64,0.62,10.35,7.44,7.16,34777.7,97.95,Safe
Palm Coast,27.86,37.35,8.33,1.18,3.49,7.88,8.7,41658.4,124.03,Moderate Risk
Coral Point,30.46,37.03,6.24,1.33,4.17,7.69,5.81,49496.63,165.87,Moderate Risk
Blue Bay,19.06,22.7,3.05,0.05,10.55,7.28,4.32,38813.76,142.26,Moderate Risk
Palm Coast,21.63,27.71,6.97,0.29,0.27,8.06,5.51,47902.59,57.03,Safe
North Beach,23.89,30.21,6.51,0.5,1.29,7.01,3.3,49854.86,160.54,Moderate Risk
Coral Point,25.12,26.43,3.25,0.18,21.82,7.87,9.73,36968.83,154.5,Moderate Risk
Silver Shore,20.76,21.31,3.23,0.63,10.48,7.16,7.46,37605.67,120.98,Safe
Coral Point,25.7,28.93,1.56,0.31,11.67,8.26,6.09,46632.3,129.47,Safe
Silver Shore,22.1,27.69,3.38,0.65,6.89,7.06,7.74,42987.01,80.67,Safe
Coral Point,23.94,27.36,0.88,0.31,7.69,8.0,7.43,37540.6,108.1,Safe
Coral Point,26.19,24.45,5.37,0.33,2.72,7.57,7.95,39710.83,85.29,Safe
Coral Point,24.03,24.62,5.45,0.64,3.99,7.47,8.65,41541.62,57.59,Safe
Silver Shore,22.25,25.03,0.65,1.03,11.96,7.66,6.85,31828.45,65.06,Safe
Silver Shore,23.56,26.33,7.82,0.82,3.24,7.82,6.14,46976.68,151.02,Moderate Risk
Coral Point,23.65,32.56,2.02,0.5,2.62,7.28,8.19,38888.5,37.98,Safe
Palm Coast,22.52,21.36,16.19,0.07,5.16,7.31,8.16,23905.84,255.84,Unsafe
Blue Bay,22.96,27.48,3.82,0.32,6.94,7.83,7.32,41844.84,140.34,Safe
Blue Bay,30.39,37.86,7.87,0.29,15.09,7.0,9.81,37179.79,209.01,Moderate Risk
Blue Bay,26.24,36.06,1.52,0.9,37.81,7.4,6.67,52977.34,197.73,Moderate Risk
Silver Shore,22.82,24.6,2.59,0.58,1.79,8.66,6.12,38194.61,83.9,Safe
Silver Shore,26.79,31.26,2.15,0.6,9.49,7.26,7.7,34865.32,55.68,Safe
Palm Coast,22.66,27.37,0.86,0.24,5.73,8.0,6.39,45301.56,101.51,Safe
Blue Bay,28.69,32.28,1.11,1.36,0.42,7.39,7.79,37707.09,84.24,Safe
Blue Bay,25.48,28.18,2.96,0.6,17.82,7.78,6.2,36933.53,152.86,Moderate Risk
Coral Point,23.57,27.88,4.24,0.23,3.54,7.83,6.72,45311.76,148.47,Safe
Silver Shore,25.79,21.19,1.39,0.25,3.32,8.0,9.47,35236.96,42.02,Safe
Blue Bay,17.72,22.76,2.47,0.67,17.81,7.53,6.71,32527.72,125.39,Moderate Risk
Palm Coast,19.49,22.87,1.84,0.22,5.0,8.3,6.24,53218.99,84.0,Safe
Palm Coast,19.22,21.56,3.11,0.29,13.87,7.39,8.6,45766.74,82.65,Safe
Blue Bay,24.57,33.71,5.1,0.17,4.17,7.68,5.94,40282.64,91.67,Safe
Silver Shore,30.93,31.91,3.51,0.89,8.37,7.69,6.37,41977.4,128.29,Moderate Risk
Palm Coast,32.93,34.72,2.08,0.23,4.68,7.21,7.89,45288.12,62.37,Safe
Coral Point,26.55,35.53,6.37,1.52,2.17,7.5,8.33,48326.69,172.94,Moderate Risk
Palm Coast,26.0,26.51,4.15,0.73,8.61,7.66,8.66,37086.16,61.93,Safe
North Beach,16.8,18.15,3.58,0.17,10.37,7.45,6.3,44379.95,144.87,Safe
North Beach,21.83,24.39,1.4,0.81,5.34,8.45,7.92,38706.42,103.57,Safe
Silver Shore,20.85,26.37,5.94,1.37,0.28,7.31,6.64,40771.62,94.07,Moderate Risk
Blue Bay,21.52,25.14,4.44,0.48,1.36,8.01,6.47,43044.5,55.87,Safe
Silver Shore,23.33,22.45,4.59,1.48,3.06,7.9,8.64,41956.59,40.57,Safe
Silver Shore,22.11,23.52,2.76,0.74,16.73,7.6,6.54,46781.18,102.25,Safe
Silver Shore,16.08,17.26,2.4,0.31,5.06,7.3,7.53,45166.06,115.99,Safe
Silver Shore,26.99,29.76,9.62,2.14,16.49,7.33,7.39,32196.9,214.25,Unsafe
Coral Point,19.71,23.99,2.37,0.13,12.53,7.42,5.92,33174.15,141.99,Safe
Coral Point,24.96,29.21,1.17,0.39,3.31,6.97,8.36,39596.84,42.1,Safe
Palm Coast,32.3,29.97,3.71,0.5,6.43,7.25,7.87,53886.06,123.97,Safe
North Beach,20.32,26.51,3.23,1.9,10.59,7.08,4.82,36464.65,109.14,Moderate Risk
Silver Shore,13.88,17.64,6.56,0.91,2.3,8.07,7.53,40646.55,84.34,Moderate Risk
Palm Coast,22.86,30.01,2.91,0.8,9.92,7.82,6.27,38513.75,105.52,Safe
North Beach,28.4,32.74,5.0,0.26,8.93,7.88,8.52,38398.71,91.8,Safe
Blue Bay,31.83,38.14,8.17,0.47,2.15,7.81,5.47,43158.56,70.22,Moderate Risk
Coral Point,19.08,23.48,4.26,0.31,8.22,7.66,6.77,51105.05,100.54,Safe
North Beach,25.99,33.03,1.46,0.78,4.83,8.11,7.63,44963.79,82.26,Safe
Blue Bay,22.14,26.71,4.35,1.22,0.98,7.39,7.27,36777.05,143.72,Moderate Risk
North Beach,23.58,26.28,2.5,2.48,3.06,7.64,8.12,59895.99,145.27,Moderate Risk
Coral Point,34.58,44.39,3.88,0.34,2.94,7.86,5.38,42510.73,128.83,Safe
Coral Point,17.99,23.66,3.25,0.12,19.11,7.14,9.18,38248.06,156.66,Safe
Palm Coast,25.01,29.74,1.15,0.39,1.39,8.68,7.83,51178.63,68.8,Safe
Silver Shore,25.87,25.04,2.9,1.1,2.62,7.61,8.83,38951.04,46.77,Safe
North Beach,28.34,27.48,1.39,0.23,7.57,7.65,8.25,52808.94,82.73,Safe
North Beach,24.39,28.27,2.24,0.51,5.61,8.04,7.19,36340.82,104.38,Safe
Blue Bay,25.23,28.67,5.93,0.8,4.38,7.92,5.66,51295.2,168.68,Moderate Risk
Coral Point,22.43,23.59,3.43,0.35,4.3,7.61,6.52,43306.81,110.84,Safe
North Beach,25.08,28.5,4.8,0.62,11.77,7.65,9.11,50391.84,172.74,Moderate Risk
Coral Point,22.63,30.39,3.63,0.21,2.21,7.07,8.86,54361.48,42.89,Safe
North Beach,26.49,31.57,2.64,1.28,1.52,7.41,6.46,34638.05,75.44,Safe
Palm Coast,22.52,22.1,3.89,0.42,0.26,7.78,3.82,50292.52,93.5,Safe
Silver Shore,25.51,28.17,0.74,0.6,3.24,7.76,6.94,32842.12,104.18,Safe
North Beach,23.88,24.47,5.38,0.07,1.07,8.03,6.85,35193.3,83.31,Safe
Coral Point,28.5,30.34,1.69,0.18,3.87,7.56,6.9,36777.84,63.84,Safe
Palm Coast,23.79,25.55,4.6,1.07,0.47,7.11,7.83,45273.64,121.33,Safe
North Beach,16.91,18.47,2.56,0.35,3.81,7.97,8.25,42214.6,37.83,Safe
Blue Bay,29.05,28.28,1.15,0.22,7.04,8.1,8.39,40913.62,129.56,Safe
Silver Shore,20.38,22.99,1.94,0.11,5.11,7.91,7.73,42950.53,41.09,Safe
North Beach,21.38,22.7,4.61,1.26,9.21,7.54,5.04,45843.38,63.36,Moderate Risk
Palm Coast,21.62,15.83,11.61,0.88,13.51,7.97,6.79,46343.61,201.57,Unsafe
Blue Bay,29.5,38.66,3.1,0.83,6.88,8.8,9.96,49112.08,160.78,Safe
Palm Coast,15.46,21.72,10.76,1.62,5.23,7.64,7.65,53830.23,199.3,Unsafe
Palm Coast,36.0,37.87,0.74,0.39,7.77,7.14,7.64,41861.14,101.36,Safe
Blue Bay,28.22,31.28,2.71,0.13,7.09,7.39,7.63,38612.92,87.19,Safe
Palm Coast,24.89,24.38,3.11,0.54,10.67,7.82,7.7,45987.98,103.61,Safe
Blue Bay,23.78,31.87,4.78,1.84,5.56,7.04,4.34,34562.34,75.95,Moderate Risk
North Beach,25.14,33.83,2.0,0.55,1.21,7.66,6.91,37588.42,1.0,Safe
Blue Bay,26.08,29.55,4.14,1.19,12.98,7.73,7.15,48495.98,144.71,Moderate Risk
Blue Bay,26.58,32.65,2.81,0.13,0.52,8.14,8.74,41193.17,110.34,Safe
Silver Shore,26.22,29.75,7.17,0.26,9.92,8.06,7.26,34146.75,149.93,Moderate Risk
Blue Bay,24.36,23.35,3.71,1.03,7.62,7.9,5.22,32316.28,134.56,Moderate Risk
Blue Bay,23.21,24.98,15.35,0.59,7.8,6.84,7.72,42316.66,265.84,Unsafe
North Beach,23.39,26.79,2.82,0.47,5.71,7.92,6.24,49422.33,99.89,Safe
Silver Shore,23.22,24.86,6.87,1.18,2.5,7.85,5.74,49335.55,122.3,Moderate Risk
Coral Point,28.54,30.88,8.3,1.02,4.78,7.69,6.2,42720.72,115.59,Moderate Risk
North Beach,26.37,29.1,0.22,0.61,14.51,6.99,7.85,55057.91,168.04,Safe
North Beach,12.24,15.0,5.34,0.05,8.02,7.33,8.71,41318.67,129.65,Safe
Coral Point,26.62,29.78,2.75,0.52,8.1,7.19,7.78,41099.31,63.63,Safe
Blue Bay,24.78,24.6,1.3,0.73,14.8,6.89,7.96,25311.67,69.07,Safe
Palm Coast,23.93,24.77,7.25,0.07,16.21,7.6,7.77,39092.14,200.53,Moderate Risk
Silver Shore,22.45,21.59,2.1,0.71,10.31,7.32,7.32,47538.1,65.34,Safe
Palm Coast,28.5,34.43,0.7,1.22,23.67,8.52,8.04,52165.75,208.59,Moderate Risk
Coral Point,27.79,24.47,3.77,0.52,7.97,7.54,4.3,36603.47,8.94,Safe
North Beach,20.91,27.37,7.95,0.2,10.28,8.05,7.33,45004.64,194.83,Moderate Risk
North Beach,25.63,32.79,1.31,0.05,12.22,7.05,5.95,48804.71,106.29,Safe
Silver Shore,20.11,22.21,5.81,0.72,15.57,7.41,8.6,42072.85,157.31,Moderate Risk
North Beach,18.48,13.67,0.52,0.09,1.94,7.63,7.02,27158.68,41.66,Safe
North Beach,21.49,23.41,8.31,0.83,1.08,7.28,7.24,43607.38,194.58,Moderate Risk
Silver Shore,27.45,30.26,4.32,1.78,1.33,7.45,5.39,46949.3,135.15,Moderate Risk
Silver Shore,27.81,27.78,1.19,0.27,3.26,7.52,8.42,35841.75,30.08,Safe
Coral Point,26.05,27.51,5.46,0.43,12.57,7.52,7.95,40348.0,74.47,Safe
North Beach,26.9,34.49,2.19,1.85,4.2,8.25,7.87,34489.28,108.48,Safe
North Beach,26.06,31.06,1.57,0.57,4.82,7.73,6.22,25294.04,75.74,Safe
Coral Point,21.43,21.66,2.15,0.35,1.08,7.77,6.27,48675.53,11.15,Safe
Blue Bay,25.73,23.93,5.1,1.1,1.26,7.79,7.47,41975.63,103.02,Moderate Risk
Blue Bay,27.2,29.22,1.48,0.37,3.15,7.81,6.37,52384.89,45.57,Safe
Blue Bay,27.02,29.38,0.32,0.25,2.37,7.57,7.72,47572.59,50.84,Safe
Coral Point,28.76,33.24,2.24,0.82,10.48,7.49,4.61,39697.64,130.95,Moderate Risk
North Beach,26.83,28.23,7.44,1.16,1.07,7.66,6.61,41459.33,178.77,Moderate Risk
Coral Point,25.41,29.94,7.38,0.25,1.46,8.0,9.36,45680.15,142.67,Moderate Risk
Coral Point,28.28,37.09,2.15,0.61,7.07,7.99,7.73,48284.74,64.16,Safe
Blue Bay,23.89,29.34,2.09,0.45,4.26,7.52,7.4,44097.36,89.23,Safe
Palm Coast,20.47,23.33,1.99,0.51,3.91,7.87,9.58,49186.36,77.54,Safe
North Beach,23.35,25.8,1.92,0.2,12.44,7.53,4.4,40071.65,51.55,Safe
Blue Bay,21.02,22.95,2.03,0.87,4.02,7.61,6.22,35518.57,96.47,Safe
Palm Coast,21.3,27.84,3.9,1.52,5.52,7.43,6.72,41578.74,181.2,Moderate Risk
Palm Coast,23.42,24.54,7.56,0.25,3.18,7.54,8.23,43333.7,119.39,Moderate Risk
Silver Shore,20.83,23.97,1.48,0.87,4.83,8.07,8.25,34190.02,24.54,Safe
North Beach,22.77,25.92,1.72,1.08,10.77,7.63,6.16,33311.31,107.64,Safe
Palm Coast,16.43,17.92,4.21,0.61,3.6,7.65,8.4,44908.01,53.64,Safe
Blue Bay,24.85,23.74,5.3,0.84,6.35,7.09,6.72,39358.68,149.6,Moderate Risk
Silver Shore,24.0,27.97,0.88,0.27,3.65,7.49,8.65,40922.03,78.63,Safe
North Beach,20.73,23.55,9.38,1.46,0.24,7.52,5.96,39662.0,140.54,Moderate Risk
Coral Point,26.64,31.14,2.57,1.17,2.45,7.31,7.05,51883.91,75.9,Safe
Blue Bay,27.75,29.15,0.96,1.27,3.09,7.61,6.61,50201.45,69.49,Safe
Palm Coast,17.57,24.23,0.84,0.17,5.47,7.45,8.47,33957.2,64.42,Safe
Palm Coast,20.95,21.32,0.79,0.76,9.01,7.63,6.57,38536.84,59.38,Safe
Blue Bay,20.92,29.06,6.78,0.29,4.41,7.64,7.15,47525.03,67.78,Safe
Palm Coast,20.24,18.0,3.45,1.55,3.53,7.27,7.81,45912.59,145.82,Moderate Risk
Silver Shore,27.32,31.62,6.82,0.25,6.78,7.46,7.85,41730.52,110.5,Moderate Risk
North Beach,23.22,27.65,3.0,0.63,5.23,7.63,8.26,34605.6,96.93,Safe
Silver Shore,22.94,23.56,6.7,0.05,1.06,8.01,7.45,37563.49,109.79,Safe
Palm Coast,15.98,20.26,2.95,0.63,16.58,7.69,6.7,38641.01,140.39,Moderate Risk
Coral Point,26.54,33.38,4.76,0.17,3.8,7.37,6.78,43800.46,52.76,Safe
North Beach,19.04,15.39,3.15,0.79,5.23,7.74,7.23,53074.23,36.72,Safe
North Beach,24.24,28.75,2.81,0.46,0.77,8.2,7.5,37535.28,50.59,Safe
Blue Bay,25.11,20.63,1.61,0.38,13.06,7.92,7.02,35330.77,114.49,Safe
Blue Bay,29.44,29.55,5.21,1.58,3.29,7.79,7.22,41294.19,96.01,Moderate Risk
Coral Point,18.76,26.65,1.32,2.24,17.99,7.85,5.38,48706.3,135.95,Moderate Risk
North Beach,11.92,13.18,5.21,0.12,4.99,8.1,8.0,32595.26,175.42,Moderate Risk
Coral Point,24.74,24.21,3.57,0.39,8.55,7.98,7.42,51448.62,38.53,Safe
Blue Bay,31.2,33.61,5.3,0.97,3.63,7.8,8.4,40881.8,86.07,Safe
Blue Bay,28.96,38.16,3.79,0.69,1.18,7.97,7.2,37226.92,151.97,Safe
North Beach,24.84,22.34,7.18,0.93,7.55,7.22,5.11,31598.77,140.51,Moderate Risk
Silver Shore,22.03,21.88,4.45,0.49,7.48,7.07,6.77,46592.39,84.52,Safe
Palm Coast,27.23,34.72,3.62,1.2,0.14,7.65,6.96,40887.39,130.63,Safe
Blue Bay,20.11,28.68,0.28,0.61,1.02,7.62,8.09,43109.59,53.82,Safe
Blue Bay,25.91,28.6,7.37,0.73,12.82,7.41,4.72,36144.72,145.82,Moderate Risk
Silver Shore,26.02,25.3,0.78,0.17,3.32,7.89,7.25,39925.88,63.07,Safe
Silver Shore,28.24,37.53,1.05,0.56,9.48,6.95,7.82,38837.22,63.65,Safe
Coral Point,35.04,42.82,5.64,0.98,24.8,7.41,6.41,41346.14,152.04,Moderate Risk
Coral Point,25.57,30.61,3.36,0.66,7.9,7.43,7.29,37647.91,100.11,Safe
Palm Coast,21.96,22.53,0.81,0.58,5.07,7.03,6.45,32027.82,34.58,Safe
Palm Coast,23.9,26.75,2.09,0.76,2.42,8.12,6.32,59735.25,76.09,Safe
North Beach,16.92,19.44,7.12,0.6,6.8,7.12,6.71,33137.87,145.48,Moderate Risk
Coral Point,21.22,25.21,3.71,0.5,7.52,7.39,6.35,43179.48,132.76,Safe
Blue Bay,22.36,29.72,3.42,1.0,5.6,7.92,8.02,30481.82,142.34,Safe
Coral Point,21.9,27.54,1.89,0.47,9.8,7.83,6.32,29019.19,79.58,Safe
Blue Bay,24.61,24.38,5.77,0.16,1.34,7.21,6.12,42635.87,111.8,Safe
Silver Shore,20.71,27.84,3.07,1.53,5.7,7.84,9.32,43133.39,126.7,Safe
Coral Point,28.48,32.42,5.07,0.3,5.09,7.7,8.35,50199.74,114.86,Safe
Silver Shore,24.0,29.06,1.73,0.11,2.86,8.42,4.97,44597.05,45.53,Safe
Palm Coast,23.96,31.36,11.65,0.83,7.36,7.74,6.28,41026.23,143.92,Unsafe
Palm Coast,22.69,22.35,7.97,1.66,1.17,7.55,7.49,35827.6,158.25,Moderate Risk
North Beach,24.62,27.51,3.68,0.85,2.25,7.3,7.59,51743.58,31.29,Safe
Coral Point,27.3,28.71,4.26,1.38,3.71,7.34,5.41,48037.53,101.37,Moderate Risk
Silver Shore,20.53,18.83,2.1,0.22,4.31,7.31,8.59,33898.86,1.0,Safe
Blue Bay,21.37,25.41,5.34,0.16,7.7,8.08,8.19,42246.76,65.39,Safe
Palm Coast,22.79,33.32,0.36,0.39,8.43,7.61,7.78,42936.34,43.14,Safe
Palm Coast,18.62,16.1,9.29,1.14,2.16,7.8,8.83,39753.25,184.85,Moderate Risk
Blue Bay,20.72,23.63,5.14,0.79,17.87,8.13,7.74,47017.03,180.33,Moderate Risk
Silver Shore,22.1,27.02,1.45,0.84,7.3,6.77,7.74,47406.27,68.59,Safe
Silver Shore,27.5,30.87,9.14,0.58,22.1,8.05,9.07,40761.84,228.35,Unsafe
